id,nome_completo,nome_urna,nome_social,numero,cargo,partido_sigla,partido_nome,coligacao,coligacao_composicao,situacao_eleitoral,situacao_candidatura,genero,grau_instrucao,cor_raca,uf,codigo_ue,unidade_eleitoral
250002534214,ADALBERTO GODOY FREITAS,ADALBERTO FREITAS,#NULO,15707,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534221,AIRTON FERREIRA PORTO,AIRTON PORTO,#NULO,15800,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534215,ALEXANDRA RACHEL COHEN,ALEXANDRA COHEN,#NULO,15073,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534199,ALLINY FERNANDA SARTORI PADALINO ROGERIO,ALLINY SARTORI,#NULO,15333,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534225,ANDERSON HENRIQUE DA SILVA,ANDERSON HENRIQUE,#NULO,15152,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534240,ANDRE LUIZ NASCIMENTO DA SILVA,ANDRE COKITO,#NULO,15011,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,SP,SP,SÃO PAULO
250002534206,ELISABETE MAZUCHI WELSK BORGES DE CARVALHO,BETE WELSH,#NULO,15022,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534231,CAIO FIORI DIAS,CAIO DO VOVÔ ANÉSIO,#NULO,15017,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534242,JORGE LUIS CARUSO,CARUSO,#NULO,15000,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002533948,JOSÉ MARILTON DA CRUZ,CHAPINHA DA VELA,#NULO,15026,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534227,CHRISTIANE BATISTA RAMOS CAMPOS,CHRIS RAMOS,#NULO,15715,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534198,DANIELLE SANTOS SILVA,DANI FRANÇA,#NULO,15455,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534224,OLÍVIA DOS SANTOS FONSECA,DELEGADA OLÍVIA FONSECA,#NULO,15180,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534238,ELISABETE FERREIRA SATO,DELEGADA SATO,#NULO,15515,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534209,RAPHAEL FEITOSA FISSORE,DR RAPHAEL FISSORE,#NULO,15551,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002533947,CARLOS EDUARDO NOBREGA,DR. EDUARDO NOBREGA,#NULO,15150,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534239,MARCIA TAPIGLIANI BAPTISTA,DRA MARCIA TAPIGLIANI,#NULO,15159,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534241,VERUSKA GHENDOV,DRA VERUSKA,#NULO,15177,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534236,EDSON APARECIDO FERRAZ,EDSON FERRAZ,#NULO,15555,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534202,PAULO EDUARDO ANDRADE ORTIZ,EDUARDO ORTIZ,#NULO,15111,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534265,LUIS EDUARDO SALEM,EDUARDO SALEM,#NULO,15077,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534245,EMERSON FRACAROLI,EMERSON D,#NULO,15047,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534248,ERICK LEVI ROCHA DOS SANTOS,ERICK LEVI,#NULO,15019,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534244,FABIO LOPES BELLI,FABIO BELLI,#NULO,15477,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534203,FERNANDO DE MOURA GOMES,FERNANDO GOMES,#NULO,15122,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534249,FERNANDO ALVES DE LIMA,FERNANDO MONSTRINHO,#NULO,15183,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534223,FLAVIUS COTAIT RUGGIERO,FLAVIUS,#NULO,15090,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534255,GEORGE VATUTIN HATO,GEORGE HATO,#NULO,15622,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,AMARELA,SP,SP,SÃO PAULO
250002534254,GERALDO NUNES REIS,GERALDO NUNES,#NULO,15400,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534253,GUILHERME DE OLIVEIRA GOMES,GUILHERME MUMU,#NULO,15788,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534232,ITAMAR FRANCISCO MACHADO BORGES,ITAMAR BORGES,#NULO,15300,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534195,IVA OLIVEIRA BATISTA,IVA BATISTA,#NULO,15156,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,INDÍGENA,SP,SP,SÃO PAULO
250002533953,IZAIAS JOSÉ DE SANTANA,IZAIAS SANTANA,#NULO,15012,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534222,JAILTON RAPOSO,JAILTON RAPOSO,#NULO,15151,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534197,JARDEL DA COSTA SILVA,JARDEL BARROS,#NULO,15080,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002533950,JOSELITO DE SOUSA LIMA,JOSELITO SOUSA,#NULO,15153,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534260,JOSUÉ DE ALMEIDA SILVA,JOSUÉ DO CANGAÍBA,#NULO,15213,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534261,JUAREZ PEREIRA DA SILVA,JUAREZ PEREIRA,#NULO,15440,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534258,JULIO CESAR CASARES FILHO,JULINHO CASARES,#NULO,15050,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534219,JULIO CESAR MENDES,JULIO MENDES,#NULO,15321,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534259,KAUE CESAR SILVA,KAUÊ DA GENTE,#NULO,15010,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534262,KONSTANTINO ANTONIO ATANASSOPULOS,KONSTANTINO ATAN,#NULO,15233,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534194,ISAIAS LEÃO  MACHADO FELIX,LEÃO,#NULO,15222,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534220,OCIMAR DONIZETI LEO OLIVEIRA,LÉO OLIVEIRA,#NULO,15123,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534246,MAIRA FULVIANA BANDEIRA,MAIRA BANDEIRA,#NULO,15331,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534211,MARCELO TROVANI,MARCELO BUDOKAN,#NULO,15888,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534233,MARCELO APARECIDO ALVES DE SOUZA,MARCELO POLEGAR,#NULO,15084,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534267,MARCOS ANTONIO ZERBINI,MARCOS ZERBINI,#NULO,15780,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534218,MUSSA CALIL NETO,MUSSA CALIL,#NULO,15215,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534213,DERIVALDO NERI DOS SANTOS,NERI DA HABITAÇÃO,#NULO,15099,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002533951,JOSE NERIVAN DA SILVA,NERIVAN SILVA,#NULO,15745,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,SP,SP,SÃO PAULO
250002533952,NEWTON GERMANO DE MORAES,NILTON MORAIS,#NULO,15772,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,PARDA,SP,SP,SÃO PAULO
250002534230,ORLANDO CEZAR PESOTI JUNIOR,ORLANDO PESOTI,#NULO,15615,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534196,EDIMAR RIBEIRO DA SILVA,PASTOR EDIMAR RIBEIRO,#NULO,15100,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002533949,ROGERIO PEREIRA MARQUES,PASTOR ROGERIO DA QUITANDA,#NULO,15444,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534243,KELLER FARIAS ANDRE GOMES,PASTORA KELLER FARIAS,#NULO,15200,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534228,ELINEIA GOMES DE JESUS,PASTORA NEIA,#NULO,15316,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR INCOMPLETO,PARDA,SP,SP,SÃO PAULO
250002534205,PAULO ELIAS VICENTE,PAULO VICENTE,#NULO,15815,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534207,ANDRE LUIS BUENO,PR ANDRE BUENO,#NULO,15777,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534204,ANDERSON PRADO DE LIMA,PRADO,#NULO,15500,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534263,WALDEMAR PEREIRA DE QUEIROZ,PRETUSCO,#NULO,15013,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534247,CELSO MELO LEITE JESUS,PROF. CELSO JESUS,#NULO,15789,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534250,ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ,PROFA. ADRIANA VASCONCELLOS,#NULO,15556,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534200,ROSIANE ARIANE DOS SANTOS,PROFESSORA ROSIANE SANTOS,#NULO,15133,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534251,REGINA CARNOVALE NUNES,REGINA NUNES,#NULO,15115,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534269,REINALDO DE SOUZA ALGUZ,REINALDO ALGUZ,#NULO,15363,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534201,RICARDO DE BRITO FERREIRA,RICARDINHO,#NULO,15015,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534252,RITA DE CASSIA BORGES DOS SANTOS GUEDES,RITA GUEDES,#NULO,15360,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR INCOMPLETO,PARDA,SP,SP,SÃO PAULO
250002534257,JOSÉ ROBERTO FRANCO DE CAMARGO,ROBERTO CAMARGO,#NULO,15315,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534266,RODRIGO VIEIRA MARTINS,RODRIGO MARTINS,#NULO,15330,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PRETA,SP,SP,SÃO PAULO
250002534208,SALMA APARECIDA MEROTO BEFFA,SALMA,#NULO,15525,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534256,SANDRA CRISTINA LEITE SANTANA,SANDRA SANTANA,#NULO,15456,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534216,SARA CRISTIANE PINTO TALARICO,SARA,#NULO,15915,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534264,SERGIO DE PAULA REIS FILHO,SERGINHO DE PAULA,#NULO,15557,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534237,SORAIA IRENE MARTINS MANZANO,SORAIA MARTINS,#NULO,15327,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534234,TANIA MARA MARQUES SILVA,TANIA SINAL VERDE PCD,#NULO,15051,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534235,MARIA THUANE DURAN LASSO,THUANE DURAN,MARIA THUANE DURAN LASSO,15057,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR INCOMPLETO,INDÍGENA,SP,SP,SÃO PAULO
250002534217,VICTOR HUGO DESIDERIO NOGUEIRA,VICTOR DO MARILIA AO CONTRÁRIO,#NULO,15415,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534268,RAFAEL VIRGINELLI,VIRGINELLI,#NULO,15678,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534229,VIVIANE ALVES PAINO,VIVIANE ALVES,#NULO,15182,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534210,WALLACE ANANIAS DE FREITAS BRUNO,WALLACE BRUNO,#NULO,15007,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002534212,JOSE EDUARDO VIANA DOS ANJOS,ZEZINHO CONSIDERADO,#NULO,15999,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,PARDA,SP,SP,SÃO PAULO
250002534226,ZORAIDA MARIA LOBATO VIOTTI,ZORAIDA LOBATO,#NULO,15060,DEPUTADO ESTADUAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PARTIDO ISOLADO,MDB,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002530247,ALEXANDRA DE ABREU,ALEXANDRA DE ABREU,#NULO,30700,DEPUTADO ESTADUAL,NOVO,PARTIDO NOVO,PARTIDO ISOLADO,NOVO,#NULO,#NE,FEMININO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002530222,ALEXANDRE TABAH,ALEXANDRE TABAH,#NULO,30020,DEPUTADO ESTADUAL,NOVO,PARTIDO NOVO,PARTIDO ISOLADO,NOVO,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
250002530221,AMILTON AIRES DE ALENCAR,AMILTON ALENCAR,#NULO,30555,DEPUTADO ESTADUAL,NOVO,PARTIDO NOVO,PARTIDO ISOLADO,NOVO,#NULO,#NE,MASCULINO,SUPERIOR COMPLETO,BRANCA,SP,SP,SÃO PAULO
250002530230,ANDERSON DAMASCENO DIVINO,ANDERSON DAMASCENO,#NULO,30320,DEPUTADO ESTADUAL,NOVO,PARTIDO NOVO,PARTIDO ISOLADO,NOVO,#NULO,#NE,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SP,SP,SÃO PAULO
